Likes,Name,,Meaning
23,Anjul,•,The One who Stays in the Heart
31,Anjum,•,A Token; Stars
0,Anjya,•,Invincible
51,Ankal,•,Whole; One who has No Illness
14,Ankan,•,Marking
124,Ankit,•,Naughty; Interesting; Talented; Conquered; Printed or Written; Signet; Symbol; Female Version of Ankita
11,Ankuj,•,To Restrain; The Conqueror; Ankuj is Exotic Name for Ankush
136,Ankur,•,New Life; Glow; Sprout
34,Anmay,•,One who cannot be Broken
77,Anmol,•,Priceless; Precious
9,Annan,•,From the Brook
42,Anokh,•,Extraordinary and Wondrous; Unique; Wondrous
117,Anoop,•,Without Comparison; Incomparable; The Best; Matchless Beauty
14,Anosh,•,Eternal
6,Anoth,•,Peace
7,Anraj,•,King
34,Anram,•,Continuous
11,Ansar,•,Friend; Patron; Supporter; Helper
5,Ansel,•,God's Protection; Follower of a Nobleman; God-helmet; Nobel
95,Anshu,•,The Sun
13,Ansin,•,Son of the Graceful One; Has a Share in the Property
6,Ansit,•,No Limit
28,Antim,•,Last
7,Antur,•,Furious
12,Antya,•,Who Accomplishes
19,Anuha,•,Satisfied
3,Anuhu,•,Without Desire
5,Anuja,•,Younger Brother
5,Anuka,•,Ornament; Lying Close to; The Dancers of Heaven
3,Anuna,•,Not Inferior; Superior; Entire; Whole
7,Anupa,•,Incomparable; Unequalled; Unique; Pond
7,Anusa,•,Following Desires
75,Anush,•,Sweet
55,Anuva,•,Knowledge
3,Anvar,•,Add Meaning
48,Anvay,•,Joined; Integration
13,Anvin,•,Add Meaning
53,Anvit,•,Leader; Relation
13,Anwar,•,Devotee of God; Lustrous; Shiny; Brightest; Most Brilliant; More Radiant
4,Anzan,•,Quiet Mountain
5,Apara,•,Junior; Other
4,Apava,•,Add Meaning
4,Apija,•,Add Meaning
6,Appan,•,One's Own
20,Aprit,•,Offering
13,Aptha,•,Add Meaning
4,Apupa,•,Little; Honeycomb; Cake
44,Apurv,•,Unprecedented
4,Aquib,•,Follower of God
13,Aquil,•,Wise
2,Araaz,•,Add Meaning
5,Araga,•,Without Passion; Cool; Calm
26,Araha,•,Son of Sun
9,Arali,•,Crooked
6,Arana,•,Lord of Laxmi
6,Araru,•,Without Mercy
43,Arash,•,A Hero; A Hero in Persian Folklore
41,Arasu,•,Most Powerful Person of the World
4,Arath,•,Sense; Meaning
8,Arati,•,Being without Attachment
10,Arbad,•,Masters; Lords
8,Arcat,•,Shining; Praising; Brilliant; Glorious
13,Archa,•,Pujan
14,Archi,•,A Ray of Light
4,Ardra,•,Goddess Parvathy
19,Areen,•,Full of Joy; Sun God
4,Arenu,•,One who does Not Belong to Earth; Celestial
39,Arfan,•,Intelligent; Gratitude
7,Argha,•,Cost; Value; Significance
32,Arham,•,Rhe Word is Just Like Om for Jain Community; Mercy; Compassion
64,Arhan,•,Climb
38,Arhat,•,Deserving
26,Arhya,•,Bug
2,Ariez,•,Add Meaning
3,Ariha,•,Killing Enemies
12,Arine,•,Sun Ray
16,Arins,•,Happy
5,Arita,•,Add Meaning
16,Arivu,•,Intelligence; Wisdom
65,Arjan,•,The Archer; A Kind of Fir; Tree; A Kind of Mountain Almond; One of the Pandavas; From Hadria
45,Arjav,•,Straightforward Person by Heart; Speech and Act
1,Arjin,•,Good Luck; Mist; Fog; Dew Drop
99,Arjit,•,Earned
175,Arjun,•,Confidence and Power; Pandava Prince; Bright; Peacock; Son of Lord Indra; One of the Pandava Brothers; Pandav; A God
16,Arjya,•,Lord Krishna
9,Arkin,•,The Eternal Kings Son; Radiant with Light; Shining; Bright
4,Arkka,•,The Substance; Divine
9,Arksa,•,Stellar; Belonging to Stars
7,Arlen,•,Pledge
171,Arman,•,Expectations; Wish; Ideal; Hope; Aspiration; Army Man; French Form of Herman; Desire; Man in the Army; Soldier; Dream; Bold; Hardy Man
9,Armon,•,Castle; French Form of Herman; Army Man
69,Arnab,•,Sea; Ocean
538,Arnav,•,Brilliant; Ocean; Sea; Vast; Endless Ocean; Stream; Wave
43,Arnay,•,Sea
9,Arnon,•,Rushing Stream; Torrent Valley; A River and Wadi in Western Jordan
7,Aroga,•,Destroyer; Shatterer
11,Aroon,•,Mythical Charioteer of the Sun; Dawn
23,Aroop,•,Shapeless
111,Arpan,•,Offering; Prashad
8,Arpil,•,Dedicated
88,Arpit,•,To Give Something
14,Arpun,•,Offering; Sacrifice
15,Arsav,•,Devoting; Complete Baby; A Complete Baby
27,Arsha,•,Prayer Ceremony
19,Arshi,•,Heavenly
9,Arsya,•,Celestial; Of Sacred Descent
9,Artay,•,Strong
2,Artha,•,Meaning
11,Arula,•,Shining as the Sun; Brilliant; Grace; Filled with Grace
6,Aruna,•,God of the Dawn
15,Aruni,•,Name of a Devoted Pupil
8,Arusa,•,Calm; Bright; The Sun
206,Arush,•,Strong; Miracle
10,Aruth,•,Add Meaning
18,Arvad,•,Exile; Wanderer
37,Arvan,•,One of the Moon's Horses
5,Arvel,•,Wept over
17,Aryak,•,A Serpent King
294,Aryan,•,Noble; Old Civilisation; Related; From a High Race; Son of Arya; That which is Beyond Anyone's Strength; Belonging to the Aryans
53,Aryav,•,Noble
22,Aryna,•,Smart and Beautiful
40,Arzan,•,Worth
54,Aseem,•,Longer; Boundless; Limitless Asim; Defender; Unlimited; Infinite; Limitless
10,Asees,•,Blessing
6,Asesa,•,Without Any Remainder; Whole; Entire; Infinity; Never Ends
21,Asgar,•,Devotee
39,Ashar,•,Noble One of God
17,Ashay,•,Desire; Hope
23,Asher,•,Blessed; Fortunate; Lucky; Happy; Felicitous; Son of Jacob
22,Ashik,•,Dagger; Sharp
26,Ashim,•,Limitless
18,Ashiq,•,Lover; Variant of Aashiq; Sweetheart
12,Ashir,•,Living
21,Ashis,•,Benediction
48,Ashit,•,The Planet
14,Ashmi,•,Glitering Like Diamond
7,Ashna,•,A Friend
9,Ashni,•,Lightning
72,Ashok,•,King; One without Sorrow; Without Grief; Name of King; Chakravarthi
10,Asija,•,A Great Sage; Brother of Brihaspati
3,Asima,•,Beautiful and Innocent Girl Specially Belong from Hill Side Area
3,Asira,•,Add Meaning
7,Asish,•,Blessing
8,Asita,•,Tranquil; Dark; Blue; Warm; Hot; The Sun
25,Asiya,•,One who Tends to the Weak and Heals
6,Asjid,•,One who Prays to God
7,Askha,•,More Liberal
2,Askol,•,Painted
23,Aslam,•,Greeting; Safer; Freer
18,Aslan,•,Lion
13,Asman,•,The Sky
24,Asmit,•,Pride
10,Asner,•,Cute
5,Asoka,•,Without Sorrow
10,Asoke,•,Tree
4,Aspan,•,An Efficient Horse Rider
8,Asraf,•,Without Grief
0,Asram,•,Add Meaning
2,Assar,•,To Respond; Fortunate; Blessed; Happy
4,Astha,•,Faith; Belief; Cloud
17,Astik,•,Who has Faith in God
2,Asuga,•,Swift; Fleet; Wind; Sun
3,Asula,•,Add Meaning
11,Asura,•,Devil
6,Asuri,•,Demonlike; Verypowerful
4,Asuya,•,Jealous
38,Asvin,•,A Hindu Month
23,Aswad,•,Islamic Name; Black Stone in Moka; Black
2,Aswal,•,Horse Ridder or Keeper
88,Aswin,•,Powerfull Boy in World; Spear Friend; Cute; Name of Month; One of the Saint in Saptrushi; Real Hero in World
5,Ataka,•,Name of River
4,Atala,•,Firm; Stable
6,Atama,•,Self; Soul
32,Atanu,•,Cupid
3,Atasa,•,Not Gross; Air; The Soul
6,Atash,•,Fire
29,Ateet,•,Past
11,Athil,•,Firmly Rooted
81,Athrv,•,Lord Ganesha
10,Athul,•,Unequal
4,Atima,•,Add Meaning
6,Atisa,•,Add Meaning
34,Atish,•,Fire; Splendor
5,Atisi,•,Add Meaning
16,Atiya,•,To Surpass
26,Atmaj,•,Son
29,Atman,•,The Self
13,Atmik,•,Relating to the Soul
9,Atral,•,Skilled; Powerful
4,Atrim,•,Add Meaning
10,Attam,•,God Gift
26,Attar,•,Perfume; Frangrance
2,Attin,•,Add Meaning
3,Atula,•,Without an Equal
12,Atvar,•,Lord Ganesh
4,Auras,•,Womb
25,Aurav,•,Roman God of Dawn
9,Aurel,•,Golden Haired
13,Aurva,•,Grandson of Rishi Bhrigu
8,Ausaf,•,Qualities; Virtues
11,Autar,•,Incarnation of God
13,Avadh,•,Ayodhaya
4,Avaha,•,Invitation; Conveyor; Mediator
62,Avani,•,Earth
8,Avasa,•,Automatically
21,Aveen,•,Beauty
90,Aveer,•,Brave; One who Fights for Peace
4,Avery,•,Counsel from the Elves; Rules with Elf-wisdom; Elf Counsel; Elfin Ruler
13,Avika,•,Lives in a Group; As Hard as Earth; Strong
11,Avisa,•,Sky; Ocean; King; Life Giving
47,Avish,•,Sun; Ocean; King; Life Giving; Earth; Sky; River
4,Avita,•,Add Meaning
12,Avitr,•,Protector
2,Avner,•,My Father is Light
59,Avraj,•,Sensitive and Very Kind
57,Avtar,•,Incarnation of God; Holy Incarnation
234,Avyan,•,Not Having Any Imperfection; Lord Vishnu's Name
23,Avyay,•,Lord Shiva
9,Awadh,•,Place of Lord Ram's Birth; Ayodhya
15,Awesh,•,Passion or Josh in Hindi
9,Awwal,•,Slave of the First One
267,Ayaan,•,Nature; Temperament; Gift of God
29,Ayaaz,•,Respected and Enduring
7,Ayati,•,The Unsuccessful Transcendentalist
28,Ayman,•,Lucky; Righteous; He who is on the Right; Blessed; Right Hand
5,Ayoda,•,Giver of Life
12,Ayoob,•,A Prophet's Name; A Biblical Prophet
6,Ayudh,•,Weapon
4,Ayuja,•,Add Meaning
289,Ayush,•,Long Lived; Handsome; Long Life
7,Ayuta,•,Unbound; Myriad
8,Ayyad,•,Add Meaning
3,Ayyub,•,One who Asks for Forgiveness
15,Azeem,•,Defender; Greater; Name of God; Grand; Lofty; Great
6,Azeez,•,Friend; Dear; Beloved; Respected; Precious
21,Azhar,•,Famous; Luminous; Brilliant; The Most Shining; Shining; Radiant
2,Azima,•,Good in All Thing
11,Azzam,•,The Lord; Almighty; Determined; Resolved
9,Aabhas,•,The Sense or Feelings
44,Aabher,•,A Cow-herd
41,Aadava,•,Sun
8,Aadeep,•,Light
94,Aadesh,•,Command; Message
66,Aadhan,•,Be First
11,Aadhar,•,Base; Brilliant Like the Sun
18,Aadhav,•,Ruler
46,Aadhev,•,First
86,Aadish,•,Full of Wisdom; Intelligent
17,Aadrik,•,Rising Sun Between Mountains
3,Aadril,•,God
26,Aadvay,•,Unique
20,Aadved,•,Unique in Universe
19,Aadvik,•,Unique; None of Second
10,Aadyot,•,Praise
13,Aafiya,•,Good Health
20,Aaftab,•,The Sun
17,Aagman,•,Arrival
77,Aagney,•,Son of the Fire God
13,Aagyey,•,Unknown
10,Aahana,•,First Rays of the Sun
32,Aahish,•,Blessing of God
6,Aahlad,•,Attraction
11,Aahnik,•,Prayer
31,Aakaar,•,Shape
3,Aakalp,•,Unlimited
102,Aakash,•,The Sky
33,Aakesh,•,Sky
19,Aakhya,•,Fame
27,Aakrit,•,Shape
22,Aalekh,•,Learned; Shiva
8,Aalhad,•,Joy; Happiness
4,Aamani,•,Spring Season; Vasanth Ritu
64,Aanand,•,Joy; Intelligent; Happiness; Delightful; Blissful; Happiness to Come
10,Aanick,•,Atom
10,Aanjay,•,Unconquerable
10,Aaquid,•,One who Promises; One who Seeks the Right Direction
27,Aaradh,•,Deep Rapturous Love; Adoration
2,Aaramv,•,Starting; Beginning
101,Aarish,•,First Ray of Sun
10,Aarjav,•,One who is Steadfast in Happy and Sorrow
47,Aarman,•,Desire; Awesome
224,Aarnav,•,Ocean; Sea
17,Aarnes,•,Red Silk
49,Aarnik,•,Unique
16,Aaroha,•,Always Ascending
9,Aarpan,•,Giving Away
65,Aarpit,•,To Donate
11,Aaruna,•,Sun; The One with Aruna as his Charioteer
7,Aaruni,•,Line on Any Particular Raaga from Tamil
416,Aarush,•,Sunshine; First Ray of Sun
1,Aarvin,•,Add Meaning
233,Aaryan,•,Of Utmost Strength; Kind Hearted; Good to Others; Illustrious
33,Aaryav,•,Noble Person
14,Aashay,•,Summary; Gist
20,Aashif,•,Bold; Courageous
6,Aashik,•,Sharp
22,Aashir,•,Living
14,Aashka,•,Take Aashka of Aarti
9,Aashvi,•,Blessed and Victorious
20,Aastha,•,Faith; Believe
33,Aastik,•,Who has Faith in God
79,Aatish,•,Fireworks; Explosive; Dynamic Person; Name of Lord Ganesh
43,Aatmaj,•,Son
21,Aatmik,•,Spirit; Soul
13,Aatrey,•,An Ancient Name
4,Aavish,•,King
147,Aayush,•,Long Life; Blessing
4,Abatus,•,Winner of Battle
11,Abbott,•,Father
14,Abedin,•,Worshippers
12,Abezag,•,Pure; Holy
7,Abhaas,•,Awarness
8,Abhang,•,Speak
12,Abhasa,•,Splendour
4,Abhash,•,Realisation
4,Abhata,•,Shining; Blazing
17,Abhaya,•,Fearless
40,Abheek,•,Fearless
14,Abheer,•,A Cow-herd
12,Abheet,•,Fearless
17,Abhidi,•,Radiant
5,Abhiji,•,To Conquer Completely
5,Abhika,•,Fearless
5,Abhima,•,One who Destroys Fear; Lord Vishnu
9,Abhinn,•,Different
12,Abhinu,•,Brave Man
4,Abhira,•,Cowherd
6,Abhiru,•,Not a Coward; Strong; Powerful
6,Abhisu,•,Ray of Light
8,Abhita,•,Everywhere
8,Abhram,•,Steady; Clear
4,Abhyas,•,Study
2,Abidin,•,Worshippers; Adorers
5,Abijah,•,The Lord is My Father; Gift of God; Yahweh is My Father
37,Abinav,•,Good Listener
27,Abinay,•,Lord Shiva
12,Abiyah,•,Handsome
4,Abizer,•,Father of Wealth
4,Abnash,•,That cannot be Destroyed
6,Abrash,•,Spotted; Speckled
1,Acalan,•,Canoe; Without Moving; Immovable
9,Acanda,•,Not of the Hot Temper; Without Anger; Gentle
13,Acarya,•,Teacher; Another Name for Drona
2,Achala,•,Still; Immovable
12,Achint,•,Without Worry
12,Achraj,•,Wondrous
63,Achyut,•,Imperishable; A Name of Vishnu; Lord Krishna
2,Acyuta,•,Unending; Never Lapsing; Eternal
14,Adamya,•,Formidable; Brave
3,Adarko,•,Add Meaning
4,Adarsa,•,Mirror; Image; The Ideal
92,Adarsh,•,Perfection; Excellence; Ideal
9,Adavak,•,Simple; Uncomplicated
33,Adavan,•,Sun
15,Adavya,•,Generous and Happy
2,Addana,•,Shield
14,Adeela,•,Equal
6,Adelik,•,Successful; Full of Concentration
9,Adenya,•,First
2,Adhamb,•,Straightforward; Lord Shiva
3,Adhana,•,One without Money
6,Adhara,•,Lips
13,Adhaya,•,God
1,Adheep,•,King; Ruler
23,Adheer,•,Restless
19,Adhesh,•,A Command
3,Adhibu,•,Superior Among the Beings; A King
6,Adhila,•,The Censurer
10,Adhipa,•,King; Ruler
4,Adhira,•,Impatient
3,Adhisa,•,Lord; Master
20,Adhish,•,Lord; Master
10,Adhita,•,A Scholar
2,Adhrgu,•,Knower of the Inconsistent
57,Adhrit,•,The One who don't Need Any Support but Supports Everyone; Another Name of Lord Vishnu
6,Adhrta,•,Unrestrained; Uncontrolled; Lord Vishnu
18,Adhyan,•,One who is Rising; Coming Up
5,Adhyay,•,Chapter
4,Adiban,•,Leader
6,Adidev,•,Lord Shiva
14,Adiish,•,King or Master
18,Adiraj,•,One who has No Limits
3,Adisur,•,An Entry Point into a Dispute
11,Aditey,•,Another Name of the Sun
197,Aditya,•,Sun; The Sun; As Bright as Sun; Lord Surya; Son of Aditi
13,Adjovi,•,Prince
4,Admani,•,Fire
3,Adonai,•,Lord; My Ruler
23,Adrian,•,Dark One; Rich
6,Adrien,•,The Dark One
4,Adrigu,•,One who Goes to the Mountains
3,Adrisa,•,Lord of the Mountains
2,Adrito,•,Add Meaning
5,Adrupa,•,Consuming the Earth; A Son of Bali
8,Adsach,•,Prime Truth
112,Advait,•,Unique; Lord Ganpati
44,Advaya,•,One; United
23,Advika,•,Unique
25,Advith,•,Focused; Powerful; Lord Vishnu
5,Adwaid,•,Unique
21,Adwait,•,Undivided; Singleness; Unique; No One Like Him
11,Adwaiy,•,Unique
12,Adwaya,•,Unique
20,Adyant,•,Matchless
4,Adyota,•,Surrounded by Light; Brilliant
1,Afreen,•,Beautiful
11,Aftaab,•,The Sun
1,Agadhi,•,Deep; Indescribable
4,Agamik,•,First
5,Aganit,•,Countless; God
3,Aganya,•,Uncountable
4,Agarva,•,Free from Pride
13,Agasti,•,Name of a Sage
5,Agathi,•,One Step Ahead of All
6,Aghama,•,The Moon
4,Aghora,•,Not Terrible
13,Aghosh,•,Quiet; Soundless
17,Agilan,•,Man who Commands Everything
44,Agneya,•,Son of Agni
9,Agnija,•,Born of Fire; Lord Vishnu and Kartikeya
5,Agnika,•,Born of Fire
1,Agnima,•,Torch Bearer; Leader; Elder Brother
3,Agnipa,•,One who Protects the Fire
4,Agnira,•,Intelligent; Brilliant; Successful Person who Study Excellent
5,Agnivo,•,Flame of the Fire
3,Agraha,•,Request; Insistence; Pertinacity; Desire
2,Agraja,•,Eldest Sister
7,Agrani,•,Always First
13,Agrata,•,Leadership
3,Agreni,•,First; Preceding; Leader
4,Agreya,•,Add Meaning
11,Agrima,•,Advance
18,Agriya,•,First Best
29,Agyeya,•,Beyond Comprehension; Beyond Knowledge
10,Ahalad,•,Enjoy
3,Ahanti,•,Indestructible
30,Aharsi,•,Mirror
17,Ahijit,•,Conquerer of the Serpent
50,Ahilan,•,Knowledgeable; Commanding
1,Ahiran,•,Morning
4,Ahjaja,•,Born of a Lotus
4,Ahobal,•,Mighty; Lord Hanuman
4,Ahvana,•,Invocation
7,Aikyan,•,Unity; One Alone
14,Ailesh,•,Ruler of the World
49,Ainesh,•,The Sun's Glory
51,Aintik,•,Prosperous
5,Aishna,•,Desire; Wish
21,Aishwa,•,Wealth; Power
2,Ajaata,•,Unborn
4,Ajaath,•,Without Caste
2,Ajaaya,•,Add Meaning
5,Ajahni,•,He who Wins the Struggle in African Speaking Countries; Of Noble Birth
6,Ajamil,•,A Mythological King
13,Ajanta,•,Eternal Fame
3,Ajasra,•,The Unborn One
2,Ajatha,•,Birth Less
20,Ajayan,•,Immortal
36,Ajeesh,•,Not Defeated by Anyone
4,Ajinka,•,No One can Win Victory over Him
15,Ajinth,•,Add Meaning
14,Ajisth,•,Very Intelligent
7,Ajitav,•,Showing Path
5,Ajitha,•,A Winner
4,Ajitya,•,Add Meaning
6,Ajmala,•,How Beautiful
2,Ajmani,•,Add Meaning
3,Ajmere,•,Add Meaning
3,Ajneya,•,Add Meaning
2,Ajyapa,•,Drinking Clarified Butter
59,Akaash,•,Sky
14,Akalpa,•,Ornament
1,Akanda,•,Easygoing Gentleman
10,Akansh,•,Whole
3,Akaram,•,Most Generous; Excellent; One who is without Karma
43,Akarsh,•,Attractive
4,Akarya,•,Leadership
7,Akasha,•,Open Air; Space
1,Akatha,•,Biisterous
0,Akbani,•,Add Meaning
19,Akhand,•,Whole; Entire
1,Akhash,•,Price; Worth; Value
7,Akhila,•,Complete
3,Akhtar,•,A Star; Good Man; Good Luck
1,Akhuga,•,Riding on a Rat; Lord Ganesha
5,Akkrum,•,Lord Buddha
5,Akrant,•,Force; Might
8,Akrash,•,Attractive
4,Akrida,•,Pleasure Grove; Garden
4,Akrodh,•,Non-anger
11,Akroor,•,Kind
3,Akrosa,•,Wild Anger
2,Akrsna,•,Not Black; Spotless; White; Pure; Moon
0,Akrura,•,Gentle
6,Aksaja,•,Flash of Lightning
3,Aksaka,•,Sensual; The Chariot Tree
1,Aksala,•,Unbroken; Whole; Lord Shiva
2,Aksara,•,Unalterable
1,Aksata,•,Whole
3,Aksaya,•,Everlasting
8,Akshad,•,God
7,Akshai,•,Genius
60,Akshaj,•,Lord Vishnu
2,Akshal,•,Divine of Power
53,Akshan,•,Eye
21,Akshar,•,Imperishable
69,Akshat,•,Uninjurable; Rice of Puja; Unharmed
67,Akshay,•,Indestructible; Unlimited
7,Akshey,•,Unscathed; Perfect
98,Akshit,•,Permanent
13,Akshiv,•,Lord Shiva
8,Akshun,•,A Significant Particle
24,Akshya,•,Love; Immortal; God
6,Aksina,•,Not Falling; Not Diminishing
3,Aksita,•,Permanent; Unfailing
3,Akupya,•,Not Base; Gold; Silver
2,Akurca,•,The Guileless One; Abuddha
1,Akutil,•,Straight Forward
4,Akyath,•,Famous
12,Alagan,•,Handsome
9,Alagar,•,God Sivan
5,Alagen,•,Handsome
1,Alaghu,•,Not Light; Heavy; Serious; Solemn
2,Alamar,•,Gilded; Covered with Gold
4,Alarka,•,Furious; A Mad Dog
4,Alazae,•,Add Meaning
2,Albern,•,Noble Courage; Of Noble Valor
6,Albert,•,Noble and Bright; Highborn; Brilliant; Noble; Noble Famous; Bright through Nobility; Bright
3,Albion,•,White or Fair
3,Alekya,•,Which cannot be Written; A Beautiful Painting
6,Alexis,•,Defender of Mankind; Helper; Man's Defender; To Help
3,Alfred,•,Wise Counsellor; Name of a King; Counsel from the Elves; Elf; Magical Counsel; Supernaturally Wise; Elf Counsel
3,Alinda,•,Noble Shield; Balcony
1,Alipth,•,Add Meaning
4,Alkesh,•,Lord of Alkapuri
4,Alpesa,•,The Subtle God; Lord Krishna
26,Alpesh,•,Tiny
3,Alston,•,From the Noble's Home; Place Name; Noble One's Settlement; From the Old Manor
2,Altair,•,Star; The Flyer; Flying Eagle; Bird; Refers to a First Magnitude Star in the Constellation Lyra
1,Alyque,•,Add Meaning
3,Amalan,•,Brightness
2,Amanar,•,Guide or Leader
10,Amanda,•,Active
1,Amanta,•,Add Meaning
8,Amaran,•,The Immortal; An Elder Person
15,Amaris,•,Child of the Moon
2,Amarsa,•,Anger; Passion; A Prince
2,Amarsi,•,Add Meaning
3,Amatya,•,The Minister
1,Ambady,•,Krishna
2,Ambaka,•,Eye
2,Ambara,•,Heaven; Sky; Saffron
1,Ambava,•,Water Like; Making a Sound Like Running Water
2,Ambdhi,•,Add Meaning
3,Ambika,•,Name of Goddess Durga
8,Ambili,•,Moon
1,Ambuda,•,One who Gives the Water; A Cloud
0,Ambuja,•,Produces in Water; The Lotus
2,Ambupa,•,Protector of Water
1,Amdesh,•,Add Meaning
4,Amiksh,•,Add Meaning
2,Amitan,•,Add Meaning
16,Amitav,•,Limitless Lustre; Name of Lord Buddha
5,Amitay,•,Limitless
48,Amitoj,•,Unlimited Glow
2,Amjith,•,Progressive
2,Amlana,•,Unwithered; Fresh; Clear; Bright
0,Amlesh,•,Good One
6,Amodin,•,Fragrant; Famous
3,Amogha,•,Fruitful
1,Amohaz,•,Amazing
11,Amolak,•,Priceless
31,Amolik,•,Priceless
1,Ampuaj,•,Add Meaning
5,Amreet,•,Purity
13,Amresh,•,Lord Indra
41,Amrish,•,Lord Indra
19,Amrita,•,Joy of Love
5,Amrith,•,Nectar
2,Amrohi,•,Add Meaning
9,Amruth,•,Nectar
15,Amshul,•,Bright
7,Amudan,•,Sweet Person
19,Amulya,•,Priceless
2,Amurta,•,Formless; Lord Shiva
2,Amurti,•,Incorporeal; All Prevading; God Vishnu
22,Anaadi,•,Without Beginning
13,Anagha,•,Without Sin; Pure
6,Anahid,•,Immaculate
2,Anakin,•,Hidden; Obvious; Whether Hidden or Obvious
2,Anamol,•,Priceless
9,Ananay,•,Worship
22,Ananda,•,Joy; Happiness
10,Anandh,•,Always Merry and Full of Smiles
15,Anandi,•,Bringer of Joy; Lord Vishnu
5,Anando,•,Bliss
4,Ananga,•,Name of Cupid or Kamadeva
5,Ananta,•,Infinite
32,Ananth,•,Endless; Infinite
25,Ananya,•,Unique
4,Ananye,•,The Most Honourable
11,Ananyo,•,Sole; Peerless
1,Anargh,•,Priceless
1,Anarti,•,Add Meaning
1,Anarva,•,Irresistible
5,Anasin,•,Indestructible; Imperishable
3,Anboli,•,Kind
2,Ancala,•,Valley; Hamlet
4,Anchal,•,Valley; Hamlet
22,Anchit,•,Worshipped
4,Andaja,•,Born of the Egg; Lord Brahma
1,Andaka,•,Egg; Of an Egg
16,Andeep,•,Modest Lamp
1,Andraj,•,Add Meaning
5,Andrew,•,Manly; Masculine; Warrior; Manly and Strong; Brave; In the Bible the First of the Twelve Apostles Chosen
67,Aneesh,•,Supreme
3,Anenas,•,Blameless; Sinless
2,Angaar,•,Spark of Fire
12,Angada,•,Bracelet; Son of Sugreev
5,Angadh,•,Strength
1,Angaja,•,Produced from the Body; A Son; Another Name for Kama
2,Angama,•,That which cannot be Pierced; Strong
19,Angang,•,God of Love
5,Angara,•,Burning Charcoal
3,Angati,•,One who Maintains the Sacred Fire
3,Angelo,•,Angel
2,Anggan,•,With Sharp Eye
6,Angith,•,Nil
2,Angrez,•,English Person
5,Angshu,•,Ray of Light
3,Angusa,•,Praising; A Hymn
154,Aniket,•,Lord Krishna Lord Shiva; Name of Lord Krishna; Homeless; One who Makes the World his Home; A Celestial Being who was the King of the Anga Dynasty
0,Animan,•,Frank
16,Aninda,•,Dear
19,Anindo,•,Happiness
8,Anirab,•,An Angel who Presides over Fire
7,Aniran,•,Eternal Light
10,Anirva,•,Immortal; Permanent; Stable; Deathless.
13,Anishk,•,A Person who has No Enemy
8,Anitej,•,Immeasurable
6,Anitha,•,Grace
7,Anjaan,•,Stranger
3,Anjaka,•,Decorated; Anointed
2,Anjami,•,Not Black; Nightless; Glorious; Bright
1,Anjana,•,Dusky
4,Anjani,•,A Title of the Mother of Hanuman; Anjani Kumar
4,Anjasa,•,Guileless; Deceit-less
4,Anjesh,•,Lord Hanumaan; Son of Anjani
3,Anjika,•,Blessed; Collyrium Coloured
3,Anjish,•,Sweet
3,Anjuli,•,Worshipped
3,Ankati,•,Wind; Fire
5,Ankesh,•,King of Numbers
3,Ankira,•,Loser; Follower
14,Ankith,•,Dedication
2,Ankura,•,The Sprout; Initial
42,Ankush,•,An Instrument Used for
2,Anmola,•,Precious
10,Annada,•,One Grants Food; Lord Shiva
3,Annavi,•,Add Meaning
3,Anniru,•,Add Meaning
2,Anokha,•,Rare; Unique
4,Anouar,•,Shining
12,Anoush,•,Eternal; Everlasting
4,Anrita,•,Add Meaning
4,Ansaka,•,Has a Share in the Property
2,Ansala,•,Add Meaning
7,Anshal,•,Greek God who Controls the Winds of West
5,Anshik,•,An Atom; Minute Particle
84,Anshuk,•,Radiant
43,Anshul,•,Radiant
5,Ansuka,•,Leaf; Ray; Bright; Tender; Enlighten
5,Ansula,•,Radiant; Bright; Enlightening
1,Antama,•,Add Meaning
4,Antang,•,A Complete Person
29,Antara,•,Related; Intimate; Soul; Heart
19,Antish,•,Something Special
5,Antony,•,Priceless; Highly Praiseworthy; From a Roman Clan Name; In the 17th Century; Beyond Price; Invaluable; Prepared for a Journey; Name of a Saint
2,Antrix,•,Space; Sky
7,Anugra,•,Not Violent; Gentle; Mild; Peace Loving
1,Anugum,•,Add Meaning
2,Anugun,•,Fitting
19,Anugya,•,Authority
9,Anujay,•,Add Meaning
3,Anukta,•,Unexpressed; Unsaid
15,Anukul,•,Appropriate
40,Anunay,•,Requesting; Supplication; Consolation
35,Anupam,•,Without Comparison; Incomparable; Unique
0,Anupya,•,Matchless; Incomparable
93,Anurag,•,Attachment; Devotion; Love; Protect Raag or Lover of Raags
17,Anuraj,•,Devoted; Illuminating; Enlightening; Good Boy
0,Anuruc,•,To One's Taste; Who is Liked; Interesting
14,Anurup,•,Handsome
9,Anusha,•,Following Desires
12,Anushk,•,God
2,Anutta,•,Add Meaning
0,Anuvas,•,Add Meaning
22,Anvesh,•,Investigation
25,Anvith,•,Friend
8,Anwesh,•,Quest; Searching
2,Anyuna,•,Not Defective; Healthy; Whole
1,Apasyu,•,Keen; Skilful; Active
15,Apoorv,•,One of a Kind or Rare; Unique
3,Appaji,•,Lord Venkateswara of Balaji
2,Aprati,•,Without Opponents; Unequalled
5,Apreet,•,Add Meaning
3,Apriya,•,And the Undesirable; The Unpleasant
13,Apurba,•,Very Good
30,Apurva,•,Unique
13,Aqubal,•,A Quiet Unicorn Bounces All Lollipops
