Likes,Name,,Meaning
18,Rupendra,•,Lord of the Form
12,Rupinder,•,Lord of the Form
3,Rushadru,•,One who Eliminates Anger; A King
2,Rushangu,•,A Sage
8,Rusikesh,•,Place Name
0,Rutartha,•,Of Season
29,Ruthresh,•,Shiva
1,Rutujeet,•,Add Meaning
1,Rutushar,•,Season Sprinkles
0,Ruvanesh,•,Seasonal Traveller
38,Raahithya,•,Lots of Money Person
0,Raajanala,•,Lord Hanuman
6,Raam-Datt,•,Gift of Rama
9,Raamaanuj,•,Younger Brother of Rama
1,Rabindran,•,Add Meaning
0,Rachanbir,•,Brave and Creative
0,Rachanjot,•,Light of Creation
2,Radhakant,•,Add Meaning
3,Radhanath,•,Lord Krishna
1,Ragasutra,•,Add Meaning
0,Raghavrai,•,Add Meaning
7,Raghotham,•,Greatest of All
0,Raghubans,•,Relating to the Raghu Family
2,Raghubeer,•,Lord Rama
1,Raghujeet,•,Victory of the Raghu Family
4,Raghunand,•,Lord Ram
26,Raghunath,•,Lord Rama
11,Raghupati,•,Lord Rama
17,Raghuveer,•,Lord Rama
4,Raghuvira,•,Hero of the Raghus
1,Ragupathi,•,Add Meaning
0,Ragupathy,•,Lord Rama
1,Raguraman,•,Name of Lord Rama as He Belongs to Raghu Vamsh
5,Ragvinder,•,Lord Krishna
6,Rahmanida,•,Add Meaning
5,Rahuldeep,•,Light of Rahul
2,Rajadanya,•,Add Meaning
15,Rajadurai,•,King
2,Rajagopal,•,Lord Vishnu
1,Rajahamsa,•,Add Meaning
7,Rajahansa,•,Royal Swan
0,Rajakannu,•,Add Meaning
0,Rajakanya,•,Daughter of a King is Called as Rajkanya
5,Rajakumar,•,Son of a King
2,Rajalinga,•,Lord Shiva
0,Rajamouli,•,King of Kings
1,Rajanatha,•,Add Meaning
1,Rajandeep,•,King's Lamp
9,Rajaneesh,•,God of Night; Moon
1,Rajanjeet,•,King's Victory
1,Rajanmeet,•,Friendly King
1,Rajanwant,•,Complete King
2,Rajarajan,•,King of Kings
1,Rajaraman,•,Lord Rama
2,Rajarishi,•,A Sage who Serves with a King
1,Rajasekar,•,Lord Shiva
1,Rajasimha,•,Name of King who is Compared with Lion
1,Rajdulari,•,Dear Princess
2,Rajendran,•,King of Kings
3,Rajeshram,•,Add Meaning
4,Rajeshwar,•,Lord of Kings
6,Rajesvara,•,Lord of Kings
1,Rajeswara,•,Add Meaning
2,Rajkirpal,•,Kind King
7,Rajkumaar,•,Prince
0,Rajminder,•,Add Meaning
1,Rajnikant,•,Name of Moon who is King of Night
1,Rajsharan,•,King's Shelter
3,Rajshekar,•,Lord Shiva
3,Rajvardan,•,Gift of King
5,Rajwinder,•,Great King
2,Rakshitha,•,Save
3,Raktambar,•,Add Meaning
2,Raktavira,•,Add Meaning
3,Ramachoda,•,Add Meaning
10,Ramadhuta,•,Ambassador of Rama
0,Ramadurai,•,Add Meaning
0,Ramagopal,•,Add Meaning
6,Ramakaant,•,Lord Vishnu
13,Ramakanta,•,Lord Vishnu
0,Ramakanth,•,Add Meaning
2,Ramakumar,•,Son of Lord Rama
2,Ramamohan,•,Name of Both Rama and Krishna
4,Ramamurti,•,Sign of Rama
2,Ramamuthe,•,Lord Rama
4,Ramananda,•,Delight of Rama
19,Ramandeep,•,Strong Person; Absorbed in the Light of Lord's Love
1,Ramanmeet,•,Friendly Beloved
0,Ramanroop,•,Embodiment of Beloved
0,Ramansukh,•,Peaceful Beloved
2,Ramanujam,•,Name of Brother of Lord Rama
0,Ramanveer,•,My Heart Peace
1,Ramapathi,•,Add Meaning
0,Ramarajan,•,Name of Lord Rama who is a King
0,Ramarayan,•,Lord Rama
1,Ramasekar,•,Add Meaning
7,Ramashray,•,Lord Vishnu; Protected by Rama
0,Ramasivam,•,Name of Lord Rama and Siva
2,Ramasubbu,•,Add Meaning
1,Ramaswami,•,God
0,Ramaswamy,•,Add Meaning
9,Ramavatar,•,Reincarnation of Lord Rama
2,Rambhadra,•,Lord Rama
2,Ramchetan,•,One who is Aware of the Lord
3,Ramdharam,•,Religion of Righteousness
2,Rameshbir,•,Brave as the Lord
4,Rameshpal,•,Protector of Lord
2,Rameshvar,•,Add Meaning
21,Rameshwar,•,Lord Shiva
1,Ramjeevan,•,Lord's Life
17,Ramprasad,•,Lord Rama
11,Rampratap,•,Lord Rama
0,Ramsundar,•,Add Meaning
0,Ramsunder,•,God is Beautiful
3,Ranadheer,•,Mighty in Battle
3,Ranadhira,•,Patient in Battle
2,Rangaatam,•,One Imbued by the Blissful Soul
1,Rangaiyan,•,Add Meaning
4,Rangamani,•,Add Meaning
11,Ranganath,•,Lord Vishnu
4,Rangasami,•,God Ranganathar
0,Rangaurav,•,Add Meaning
0,Rangbehri,•,Add Meaning
2,Rangeevan,•,Life Imbued with the Love of God
2,Rangnekar,•,Add Meaning
8,Rangpreet,•,The Lover of God's Love
2,Rangraman,•,One Coloured in God's Love
1,Rangratti,•,Imbued in Colour of Love of God
0,Rannanjay,•,Victor in Battle
1,Rasanjeet,•,Victory with Lord's Elixir
1,Rasanmeet,•,Friendly Elixir of the Lord
2,Rasbhagat,•,One who Delights in Devotion to God
7,Rasbihari,•,Lord Krishna
2,Raschetan,•,One Aware of Elixir of Naam
1,Rasdharam,•,Elixir of Righteousness
2,Raseshwar,•,Lord Krishna
17,Rashwanth,•,Rightly Guided
7,Rasjeevan,•,One whose Life is Full of Elixir of Naam
0,Rasnivaas,•,One who Resides in the Elixir of Lord's Name
0,Raswinder,•,Lord's Elixir
1,Ratanakar,•,Precious Stone
0,Ratanchit,•,Remembering the Gem of Soul
9,Ratandeep,•,Precious Like God's Lamp
4,Ratangeet,•,Song of Diamond; Soul
1,Ratanjeet,•,Victory of the Gem
0,Ratanmeet,•,Friendly Gem
0,Ratanvant,•,A Person Full of Excellences
3,Rathindra,•,Lord of the Chariot
1,Ratnaakar,•,Lord Vishnu
1,Ratnabahu,•,Add Meaning
6,Ratnadeep,•,Gem of Gems
5,Ratnadhar,•,Possessing Jewels
2,Ratnagiri,•,Lord of Muruga
5,Ratnakara,•,Ocean
3,Ratnakuta,•,Treasure of Precious Stones
3,Ratnamani,•,Precious Stone
2,Ratnasanu,•,Mountain of Jewels
1,Ratnayaka,•,Add Meaning
0,Ratnendra,•,Chief of Jewels
1,Ratnottam,•,The Best Jewel; A Buddha
0,Rattanjot,•,Flame of a Gem
7,Ravalnath,•,The Sun Lord; Popular Shaivite Deity
1,Raveendar,•,Add Meaning
7,Raveendra,•,The Sun Lord
0,Ravibalan,•,Add Meaning
5,Ravikanta,•,Beloved of the Sun
22,Ravikanth,•,Ray of Sun
19,Ravikiran,•,Sun Ray
2,Ravikirti,•,Renowned; Famous
4,Ravikumar,•,Add Meaning
3,Ravinatha,•,Having the Sun as Its Master; Lotus
2,Ravindhar,•,Add Meaning
8,Ravindran,•,Sun
0,Ravishaal,•,Add Meaning
3,Reetinder,•,Lord of Traditions
1,Rengasamy,•,Lord Krishna
3,Renukunta,•,Add Meaning
2,Reshmanth,•,Sun; Fortunate; Energetic
8,Reshwanth,•,Good
34,Riddhiman,•,Possessed of Good Fortune; Lucky Person
1,Rimandeep,•,Light of Beloved
11,Ripudaman,•,Killer of Enemies
3,Ripumalla,•,Add Meaning
8,Ripunjaya,•,Destroyer of Foes
4,Ripusudan,•,Add Meaning
3,Rishidher,•,Saint
54,Rishikesh,•,Lord Vishnu
1,Rishvanth,•,Add Meaning
7,Ritaparna,•,Truth Winged
2,Rithuraja,•,Add Meaning
2,Ritumbhar,•,Bearing the Truth
11,Rituparan,•,Joyous
1,Rochishna,•,Add Meaning
0,Rohandeep,•,Lovely
6,Rohitaksh,•,Eyes of Lord Vishnu
24,Rohitasva,•,Sone of King Harishchandra
7,Roopindar,•,God of Beauty
0,Rooppreet,•,Beautiful; Lovely
1,Rubendran,•,Add Meaning
1,Ruchiparv,•,Festival of Light; Filled with Beauty
0,Rudhraksh,•,Lord Shiva
3,Rudradeva,•,Lord Shiva
5,Rudraksha,•,Shiva Wear the Locket
2,Rudranshu,•,Lord Hanumaan
5,Rudraraju,•,Add Meaning
23,Rudraunsh,•,Like Rudra; Lord Shiva Ganesh Hanuman
2,Rudraveer,•,Aggressive Warrior
3,Rukmadhar,•,Possessing Gold; A King
1,Rukmapura,•,Lord Hanuman
9,Rukminesh,•,Lord Krishna
12,Rupeshwar,•,Lord of the Form; Lord of Beauty
29,Rushikesh,•,Name of Lord Shiva
7,Rushwanth,•,Add Meaning
7,Rusyendra,•,Name of Muni
11,Rutthvick,•,Add Meaning
1,Rutuvarna,•,Colorful Season
3,Rachanjeet,•,Victory of Creation
0,Rachanmeet,•,Friend of Creation
20,Radhakanta,•,Lord Krishna
18,Radheshyam,•,Lord Krishna
4,Raghunatha,•,Leader of the Raghus
5,Raghupathi,•,Lord Ram
2,Raghupreet,•,Love for the Raghu Family
5,Raghuvansh,•,One with the Qualities of Lord Rama
1,Raghvendra,•,Lord of Ram
6,Rahulpreet,•,Love of Rahul
4,Rajadhiraj,•,King of Kings; Emperor
21,Rajanikant,•,Moon; Lord of Night; Sun
1,Rajanpreet,•,King's Love
3,Rajaramesh,•,King of Earth
13,Rajasekhar,•,Lord Shiva; Lord Vishnu; King
1,Rajchandra,•,King of Star
3,Rajeshwari,•,Goddess Parvati
2,Rajinipati,•,Add Meaning
3,Rajivnayan,•,Brilliant
3,RajLakshmi,•,The One who will Rule on Money
4,Rajnikanta,•,The Night's Beloved
3,Rajprateek,•,Rule on Silence
3,Rajvardhan,•,Add Meaning
15,Rajyashree,•,Propriety of a King
13,Rajyeshwar,•,King
0,Rakhwinder,•,Lord of Protection
17,Raktakamal,•,A Red Lotus
0,Ram-charan,•,God
12,Ramabhakta,•,Devoted to Rama
5,Ramacandra,•,Rama the Excellent
5,Ramakrisna,•,Pleasing Krishna
4,Ramamohana,•,Attracting Rama
7,Ramanathan,•,Lord Rama
1,Ramanpreet,•,Love of Beloved; Love of Merriment
3,Ramaprasad,•,Lord Krishna; Lord Laxman
4,Ramashraya,•,Shelter of Rama
3,Ramavatara,•,Incarnation of Rama
5,Ramchandra,•,Lord Rama
0,Rameenajit,•,Victory of Beloved
0,Rameshdeep,•,Lord's Lamp
0,Rameshmeet,•,Lord's Friend
13,Ramkishore,•,Lord Rama
16,Ramkrishna,•,Lord Rama; Krishna
2,Ramnarayan,•,Ram Narayan
1,Rampraksah,•,Light of God
0,Ramrakshit,•,Protected by Lord Ram
15,Ramswaroop,•,Lord Rama
2,Ramvichaar,•,One who Reflects on God
3,Rangadurai,•,Brave
4,Ranganatha,•,Lord of Love
2,Rangarajan,•,King of Joy
1,Ranginwala,•,Person of Colours
0,Rangprabhu,•,One Imbued with the Love of God
1,Rangseetal,•,Imbued with Cooling Peace
2,Rasabihari,•,Lord Krishna
0,Rasanpreet,•,Love for the Lord's Elixir
0,Rasdheeraj,•,Elixir of Patience and Peace
1,Rashmiketu,•,The Sun
0,Rasteerath,•,Elixir of the Holy Soul
0,Ratanaatam,•,Gem of Soul
0,Ratangiaan,•,One with Divine Knowledge
0,Ratankaram,•,One whose Actions are Gem-like
14,Ratannabha,•,Lord Vishnu
5,Ratanpreet,•,Love for the Gem
4,Rathinavel,•,God Father
6,Rathnabala,•,Very Nice
2,Ratnagarbh,•,Lord of Love
1,Ratnakriti,•,Buddha; With Jewel Like Glory
7,Ratnanidhi,•,Lord Vishnu
3,Ratneshwar,•,Diamond
0,Rattandeep,•,Lamp of a Gem
0,Raushanbir,•,Brave and Famous
1,Raushanpal,•,Famous Protector
7,Ravikeerti,•,Whose Fame is Like Sun
6,Ravikirana,•,Beam of Sunlight
8,Ravinandan,•,Karna
13,Ravisharan,•,Surrender
1,Rickwinder,•,Lord of Protection
2,Risheendra,•,Golden Boy
5,Rishikiran,•,Lord Ram
1,Rishiraaja,•,Sage; Ray of Light
10,Rishvanjas,•,Lord Indra
3,Rishwinder,•,Lord Rishi
2,Ritumbhara,•,Of Divine Truth; The Earth
0,Riyanshvir,•,One who can Face Sun
11,Rohitashwa,•,The Enchanted Lord; Krishna
3,Roshandeep,•,Lighted Lamp
9,Rudrapriya,•,Beloved of Shiva
4,Rudraswamy,•,Hindu God Name; Lord Shiva; The God
0,Rupuvarshi,•,Polite
18,Raajyashree,•,Propriety of a King
0,Rabndranath,•,God
0,Rachanpreet,•,Love for Creation
3,Radhacharan,•,Lotus Feet of Radharani
5,Radhamohana,•,Infatuated with Radha
5,Radharanjan,•,Lord Krishna
8,Radhatanaya,•,Son of Radha
4,Radheyshyam,•,Lord Krishna and Radha
0,Raghavender,•,Lord Raghavendra Swami
17,Raghavendra,•,Leader of the Raghus
8,Raghukumara,•,Lord Ram
13,Raghunandan,•,Son of Rahgu
2,Ragunanthan,•,Brave
3,Rajabhushan,•,King
1,Rajanandham,•,Add Meaning
15,Rajanikanta,•,The Night's Beloved
2,Rajanikanth,•,Power of Sun Rise
5,Rajasekaran,•,Add Meaning
10,Rajatanabhi,•,Very Rich; Lord Vishnu
2,Rajathiraja,•,Head of All King
0,Rajdevinder,•,Kingdom of Lord
3,Rajeshkumar,•,God of King
1,Rajinderbir,•,Warrior of the King
0,Rajinderdev,•,Lord of the King
1,Rajinderpal,•,Protected by the Lord King
4,Ramachander,•,Rama-moon
3,Ramachandra,•,Rama of the Moon
3,Ramagopalan,•,Lord Rama
27,Ramakrishna,•,Pleasing Krishna
5,Ramamoorthy,•,Lord Ram
0,Ramanamohan,•,Lord Krishna
10,Ramaprakasa,•,Glory of Rama
11,Ramaprasada,•,Blessing of Rama
4,Ramasvarupa,•,Avatar of Rama
0,Rameshinder,•,Lord of Lords
0,Rameshpreet,•,Love for Lord
0,Raminderbir,•,Brave God
0,Raminderjot,•,Light of the Beloved God
4,Ranganathan,•,Lord Perumal
1,Rangteerath,•,Imbued with the Love of Soul
1,Rasaparayan,•,Lord Krishna
1,Ratanchetan,•,Gem of Awareness
2,Ratanjeevan,•,Diamond Like Life
7,Rathinasami,•,God of Gold
17,Rathivarman,•,Close to Lord Vishnu
3,Ratinderpal,•,Advice
1,Ratnarchish,•,Add Meaning
0,Raushandeep,•,Famous Lamp
0,Raushanjeet,•,Famous Victory
1,Raushanprem,•,Love for Fame
4,Ravichandra,•,Ravi means Sun and Chandra means Moon
5,Ravinandana,•,Son of the Sun
2,Ravinderbir,•,Brave as the Lord Sun
0,Ravinderjot,•,Light of the Lord Sun
0,Ravishankar,•,Sun
1,Ritinderpal,•,Protector of Traditions
14,Rohiniraman,•,The Enchanted Lord
8,Roopchandra,•,Look of Moon
1,Rudramurthy,•,Idol of Lord Shiva
30,Radhakrishna,•,Radha and Krishna
13,Radhavallabh,•,Lord Krishna
4,Raghavendran,•,Lord Ram
7,Raghunandana,•,Son of Rahgu
2,Rajaprakasam,•,Night
9,Rajatshubhra,•,White as Silver
3,Rajavardhana,•,Courage
0,Rajesh-Kumar,•,God of Kings
5,Rajevalochan,•,Who has Blue Lotus Eyes
1,Rajindermeet,•,Friendly King
1,Rajinderprem,•,King's Love
4,Rama-Krishna,•,Lord Rama and Krishna
6,Ramachandran,•,Lord Rama; Pleasing; Charming
4,Ramarathinam,•,Add Meaning
0,Raminderjeet,•,Victory of the Beloved God
2,Rangamoorthi,•,Lord Shiva
28,Ranjithkumar,•,King; Pleasing
2,Ratanprakash,•,Light of Gem
5,Ratnakeerthi,•,Lord Vishnu
1,Raushanpreet,•,Love for Fame
2,Ravinderdeep,•,Lamp of the Lord Sun
0,Ravindermeet,•,Friend of the Lord Sun
12,Ravindranath,•,Lord Vishnu; Sun
3,Rithishwaran,•,Good Attitude
6,Rudrashankar,•,Another Name of Lord Shiva
2,Rupinderjeet,•,Victory of Beauty
6,Rajendramohan,•,King
1,Ramanarayanan,•,Beloved; Pleasing
1,Raminderpreet,•,Love for the Beloved God
1,Rathinasundar,•,Nice
0,Ravinderpreet,•,Love for the Lord Sun
11,Rishikeshnath,•,Lord Shiva
1,Raghuvinderjit,•,Lord Rama
7,Ratnasabapathi,•,Mine of Jewels; Sea
2588,Su,•,Plain; Respectful; Lord Shiva; God
1699,Sai,•,Always Smile; Flower of Love; Everywhere; Lord Shiva; Sai Baba; Swami; Flower; Friend
1038,Sam,•,Told by God; God has Listen; To Hear; Sun; His Name is God; Sun Child; Little Sun; Strong Person; Heard of God; God
416,San,•,Sun; Lord Shankar
240,Sar,•,Pain; Effective
142,Sat,•,Truth
696,Sha,•,Luck; Good
597,Som,•,Moon; Religious Drink
429,Sri,•,Respect; Richness; God
455,Sur,•,A Musical Note
300,Saad,•,Light; Good Luck; Lucky; Variant of Sa'ad; Felicity; Good Fortune; Support; A Companion of the Prophet
122,Saam,•,A Character in Shahnameh
167,Saaz,•,Breath; Melody
126,Sabu,•,Strong Loyal Person
116,Sada,•,Pure One
127,Safa,•,Eternal
89,Saha,•,Enduring; Mighty
123,Said,•,Happy; Rivulet; Lucky
184,Saif,•,Caring; Sword; Saber
137,Saji,•,A Scholar had this Name
177,Saju,•,Travelling
94,Saka,•,Hunter
11,Salu,•,Name of a Tribal King
144,Sama,•,Equal; Time; Even; Honest
271,Sami,•,High; Sublime; Similar; Noble; All Hearing; Elevated; Another Name for God; Listener; Obedient; Lofty; Supreme
206,Sana,•,Brilliant; Praise; Resplendence; To Gaze
105,Sani,•,Gift
179,Sant,•,Saintly Person
143,Sanu,•,Peak Sun
99,Saqr,•,Falcon
126,Sara,•,The Whole World; Lake
93,Saro,•,Good One
95,Saru,•,Lord Saraswati
206,Sasi,•,Moon; Lovely Person
78,Saul,•,Prayed for
177,Sava,•,Wise; Old Man; Saint who was a Trainer of Young Monks
97,Seif,•,Sword; Brave; Sword of Religion
142,Sena,•,Army
78,Seri,•,Correct
82,Seth,•,Appointed One; Placed
136,Setu,•,Sacred Symbol; Bridge
121,Seva,•,Service; Attendance; Care
63,Sevu,•,To Donate
88,Sewa,•,Absorbed in Service
241,Shah,•,The King; Shah; Emperor
176,Sham,•,Strong Person; Lord Krishna; Darker Skin Tone
477,Shan,•,Pride; Prestige; Old; Famous; Respected; Wise One; Old Wise; Dignity; Splendour
178,Shar,•,Lord of Peace
190,Shay,•,Gift; Hawk-like; Eagle; Sharp
116,Sher,•,The Beloved One; Lion
93,Shib,•,Lord Shib
109,Shil,•,Good Character
453,Shiv,•,Lord Shiva; Auspicious; Lucky
90,Shod,•,To Search; Lord Shiva
66,Shok,•,Hymn; Verse of God
28,Shon,•,God is Gracious
255,Shri,•,Richness; Respected
139,Shuk,•,A Parrot
82,Sian,•,The Best
72,Sijo,•,Helpfull
72,Sikh,•,Disciple; Student; Seeker; Perpetual Learner
69,Silu,•,Rock
312,Siva,•,Lord Shiva; Silence
111,Slok,•,Chant; Mantra
182,Smit,•,Smile
184,Sneh,•,Friendship; Love
107,Soma,•,The Nectar of Immortality
177,Somu,•,The Moon
44,Sona,•,Gold
89,Soni,•,Surajiv
60,Sons,•,God
305,Sonu,•,Pure Gold
69,Sony,•,Son
357,Sree,•,Beautiful; Wonderfull; Happy
32,Stav,•,Autumn
119,Sual,•,Asked for
200,Subh,•,Ganesh
102,Subi,•,Special Person of All Beings
81,Sugu,•,Name of Lord Sugureshwar
75,Suha,•,Name of a Star
103,Suji,•,To Win Beauty in World
81,Suka,•,Wind
49,Sukh,•,Peace; Happiness
79,Suma,•,Fragrance; Flower; Sum; Total
82,Sunu,•,Son Child
72,Sura,•,God
177,Suri,•,Lord Krishna
63,Suru,•,With Good Taste
63,Sury,•,Human
73,Suta,•,Son
55,Sutu,•,Pious
56,Suud,•,Good Luck
39,Suvi,•,Happy
185,Svar,•,Lord Vishnu
67,Swar,•,Voice
81,Swet,•,White
117,Syam,•,Lord Krishna
200,Syon,•,Good Luck; Gentle
112,Syum,•,Ray
87,Syun,•,A Ray
154,Sabal,•,With Strength
66,Sabar,•,Nectar
71,Sabih,•,Handsome
110,Sabir,•,Patient
42,Sabrr,•,Patience
104,Sachh,•,The Truth
100,Sachi,•,Honest; Truth; Child of Bliss
78,Sacin,•,Lord of Indra
52,Sadaf,•,Shell; Oyster; Pearl
41,Sadal,•,Luck will Come to You
97,Sadar,•,Respectful
21,Sadha,•,Eternal
47,Sadhu,•,Righteous; Holy
77,Sadik,•,Truthful
94,Sadiq,•,Kingly; Friend; Sincere; Truthful Origin Muslim; Truthful
97,Sadru,•,Lord Siva; Lord Vishnu
45,Saduk,•,Existent
64,Sadun,•,Happy
91,Saeed,•,Priestly; Happy; Fortunate; Prosperous; Lucky; Rivulet; Blissful; Auspicious
126,Safal,•,Succeed
49,Safia,•,Nice; Gentle; Loving; Caring; Beautiful; A Gift Giving from God as a Beautiful Loving; Kind Flower; Rose
47,Safiy,•,Best Friend
58,Sagaj,•,Natural
23,Sagal,•,All; Inclusive
167,Sagan,•,Lord Shiva
273,Sagar,•,Wise One; From the Sagebrush Plant; Surname; Sea; Ocean; Pond; Name of the 2nd Chakravarti; Water
44,Sagat,•,Good
22,Sagav,•,White
53,Sagma,•,Powerful; Mighty; Strong
56,Sagni,•,Sacred Fire
93,Sagun,•,Possessed of Qualities
225,Sahaj,•,Natural; Original
60,Saham,•,Peace
78,Sahan,•,Falcon
101,Sahar,•,Sun; Dawn; Morning; Time Before Day Break; Bewitch
147,Sahas,•,Courage; Bravery
106,Sahat,•,Strong; Stung
89,Sahay,•,Help
58,Saheb,•,One with Honourable Status
73,Sahel,•,One who Shows the Way; Beach; Shore
89,Sahen,•,Falcon
132,Sahib,•,The Lord; Companion; Follower; Friend
367,Sahil,•,Ocean; Guide; Sea Shore; River Bank
125,Sahir,•,Magician; Lord Shiva; Wakeful
106,Sahit,•,Bounded
40,Sahni,•,Peaceful
9,Sahod,•,Happiness
52,Sahoj,•,Full of Strength
49,Sahor,•,Good Excellent Pious
46,Saija,•,Stylish
50,Saini,•,A Cast in Hindu Dharma
174,Saish,•,Lord Saibaba and Shiv
56,Saivi,•,Auspicious
45,Sajag,•,Watchful
168,Sajal,•,Moist
165,Sajan,•,Beloved
45,Sajay,•,Joyful
88,Sajid,•,Prostrator; Adotar; One who Worships God
148,Sajiv,•,Gods Place; Lively
49,Sajja,•,Adorned; Equipped
60,Sakal,•,All Whole Perfect
71,Sakar,•,Lively
237,Saket,•,Heaven; Lord Krishna
69,Sakha,•,Friend; Generosity; Liberality
38,Sakib,•,Very Caring
71,Sakti,•,Energy; Goodness
50,Salah,•,Goodness; Mission; Sending; Goodness Origin Muslim; Righteousness of the Faith
68,Salaj,•,Water which Flows from Melted Ice from Mountain
49,Saleh,•,Good; Suitable; Righteousness
68,Salem,•,Safe; Peace; Tranquillity; Peaceful Origin African
27,Salij,•,Water Born
87,Salil,•,Water; Descendant; Son; Sword
94,Salim,•,Happy; Peaceful; Safe; Sound; Tranquillity; Another Name for God; Perfect; Healthy; Secure; Free
75,Samaj,•,Lord Indra
87,Saman,•,Equal; Calming Song of Praise; Home; Welfare
322,Samar,•,War; Fruit of Paradise
82,Samat,•,King
82,Samay,•,Time
53,Samba,•,Attended by the Divine Mother
72,Sameh,•,The One who is Forgiving; Lord Krishna; Forgiver
75,Samen,•,Excited; Happy
61,Samer,•,Lord of Wind
124,Samik,•,Peaceful
65,Samil,•,Peaceful
86,Samin,•,Self- Disciplined
38,Samip,•,Nearby; Close
215,Samir,•,Wind; Pleasant Companion; A Companion who Joins in an Evening Conversation; Jovial; Early Morning Fragrance; Entertaining Companion; Breeze; Entertainer
124,Samit,•,Always Making Friends; Collected; Quiet
58,Sammi,•,His Name is God
62,Sanag,•,A Beautiful Mountain
65,Sanaj,•,Ancient
61,Sanal,•,Vigorous
77,Sanam,•,Beloved
69,Sanas,•,Laughing Smiling
155,Sanat,•,Lord Brahma
231,Sanav,•,The Sun
136,Sanay,•,Eternal
159,Sandy,•,Defender of Mankind; Abbreviation of Alexander Defender of Man; Defending Men; Good Lamp
51,Sange,•,In the Company
101,Sanil,•,Gifted; Bestowed
45,Sanja,•,God Universal Creator
51,Sanjh,•,Evening
212,Sanju,•,Hanuman; Similar to Sanjay
45,Santa,•,The Devotees
52,Santo,•,Holy; Sacred
56,Santu,•,Defending Men
37,Sanug,•,With Follower
65,Sapan,•,Dream Swapna
4,Sapna,•,Dream
42,Sapra,•,Snake
54,Sarad,•,Autumn
43,Saraf,•,Money Changer
84,Sarag,•,Heaven
134,Saral,•,Straight; Simple
211,Saran,•,Protection; Surrender
140,Saras,•,Simple; A Bird; Lake; Moon; Pond
75,Sarat,•,Autumn; Name of a Season; A Sage
36,Sarav,•,Perfectionist
25,Sarda,•,Goddess Saraswati
46,Saril,•,One that Brings Essence
115,Sarin,•,Helpful
50,Sarit,•,River
37,Sarju,•,A Necklace; A Merchant
86,Saroj,•,Lotus; Everything is Possible
87,Sarth,•,Complete; Meaningful
53,Saruh,•,Attainer; Achiever
79,Sarup,•,Beautiful
137,Sarva,•,Lord Krishna; Shiva
43,Saryu,•,God of All
38,Sashi,•,Moon
72,Sasta,•,One who Rules
29,Satat,•,Constant
63,Sathi,•,Shadow; True; Partner
50,Satin,•,Real
1,Satva,•,True
85,Satya,•,Truth; Faithful
27,Saumy,•,Good and Special
25,Saura,•,Sacred to the Sun
22,Sauri,•,Son of the Sun
22,Savan,•,Rain During Monsoon Season; A Hindu Month
60,Savar,•,Lord Shiva
12,Savio,•,Saint's Name; Clever
79,Savir,•,Leader
62,Savit,•,Sun
62,Savya,•,Lord Vishnu
32,Sawan,•,A Hindu Month; Rain
53,Sayak,•,Arrow
39,Sayam,•,Evening
52,Sayan,•,Precious Friend; Companion
31,Sayed,•,Leader
13,Sayee,•,Lord Vishnu
28,Sayid,•,Master; Happy; Lord
51,Sayuj,•,United Companion Comrade
8,Sebin,•,Add Meaning
45,Seenu,•,Positive Energy
26,Sehej,•,Calm
14,Sejay,•,Look
52,Sekar,•,Lord Vishnu
23,Selas,•,Add Meaning
46,Selva,•,Wealth; Simple of Joy; Powerful Life
3,Senak,•,Soldier
32,Senni,•,Sweet
8,Serge,•,Form of Sergio; Attendant
9,Sesha,•,Snake of Lord Vishnu
10,Seshu,•,Sesh Nag; Snake
69,Sethu,•,King of World; Leadership; Bridge; Warrior; Good
7,Sevaa,•,Absorbed in Service
35,Sevak,•,Servant
10,Sevan,•,The Embodiment of Service
15,Sewak,•,Sacred Symbol
8,Sewam,•,God Shiva
54,Seyan,•,Achiever
13,Seyon,•,Lord Murugan
177,Shaan,•,Famous; Pride
12,Shabd,•,Word; Sound
36,Shabi,•,Similar
26,Shadi,•,Singer
9,Shaik,•,King
60,Shail,•,Mountain
17,Shaiv,•,Disciple of Lord Shiva
17,Shaji,•,King of Noble Men
11,Shaka,•,Branch
22,Shama,•,Sun
44,Shami,•,Fire; Husband; Cold; Name of a Tree
54,Shams,•,Fragrance; With Faith; A Planet; Sun
11,Shamz,•,Add Meaning
44,Shant,•,Gentle
26,Shari,•,Arrow
52,Sharu,•,Lord Vishnu
0,Sharv,•,Cool
25,Shawn,•,The Lord is Gracious; American Spelling of Sean; God is Gracious; Variant of John from Sean
22,Sheel,•,Good Character
40,Sheil,•,Mountain
8,Sheri,•,Correct; Right
37,Shesh,•,Cosmic Serpent
13,Sheth,•,The Leader
34,Shibi,•,Ornamental Ridge-end Tile
19,Shibu,•,Born to Win
8,Shiju,•,Worthless; Best Person
16,Shila,•,Moral Conduct; Custom
2,Shilp,•,Rock Art
11,Shine,•,Spread Light
20,Shinu,•,Successful Person
97,Shiva,•,The God of Destruction; Lord Shiva
16,Shivi,•,A Great King in Hindu Mythology
161,Shlok,•,Saints Saying; Sanskrit Verse Sound Praise
32,Sholk,•,Gods Prayer; Sanskrit Phrase
40,Shoor,•,Valiant
10,Shova,•,Beautiful
70,Shray,•,Credit
100,Shree,•,God
99,Shrey,•,Credit; Marvellous
11,Shrot,•,Listener
